"STATION","NAME","DATE","ACMH","ACSH","AWND","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WESD","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT21","WT22"
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-11",,,"9.40","0.00",,,"48","60","35","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-12",,,"6.49","0.00",,,"48","58","37","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-13",,,"7.61","0.15",,,"50","64","35","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-14",,,"13.20","3.36",,,"58","66","49","    0","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-15",,,"9.62","1.01",,,"54","65","43","    0","0.0","    1",,"    1",,,,,,,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-16",,,"12.97","0.23",,,"37","45","28","    0","0.0","    1",,,"    1",,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-17",,,"6.04","0.00",,,"31","35","27","    0","0.0",,,,,,"    1",,,,,,,"    1","    1",,"    1",,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-18",,,"5.59","0.00",,,"41","51","31",,"0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-19",,,"9.84","0.29",,,"49","54","43",,"0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-20",,,"7.61","0.09",,,"44","45","42",,"0.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-21",,,"5.59","1.07",,,"50","55","45","    0","0.0","    1","    1","    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-22",,,"12.97","0.58",,,"47","56","38","    0","0.0","    1",,"    1",,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-23",,,"9.17","0.11",,,"43","49","37","    0","0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-24",,,"11.86","0.00",,,"39","47","31",,"0.0","    1",,,,,,,,,,"    1",,,,,"    1",,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-25",,,"12.75","0.05",,,"28","32","24","    0","0.0","    1",,,"    1",,,,,,,"    1",,,,,"    1",,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-26",,,"8.28","0.34",,,"32","34","29",,"0.0","    1",,,,,"    1",,,,,"    1","    1","    1","    1","    1",,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-27",,,"6.71","0.00",,,"36","38","34",,"0.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-02-28",,,"4.70","0.00",,,"40","45","35","    0","0.0","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-01",,,"4.70","0.00",,,"46","50","42","    0","0.0","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-02",,,"6.71","0.00",,,"40","46","33","    0","0.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-03",,,"3.58","0.00",,,"43","56","30","    0","0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-04",,,"8.72","0.01",,,"50","63","36","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-05",,,"8.05","0.16",,,"50","63","37","    0","0.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-06",,,"10.07","0.00",,,"40","45","35","    0","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-07",,,"4.03","0.00",,,"49","66","32","    0","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-08",,,"9.62","0.00",,,"61","72","49","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-09",,,"13.65","0.00",,,"49","61","36","    0","0.0",,,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-10",,,"10.96","0.00",,,"41","51","30",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-11",,,"4.70","0.00",,,"52","65","38","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-12",,,"9.17","0.00",,,"64","77","51","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-13",,,"9.84","0.21",,,"60","69","51","    0","0.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-14",,,"8.05","0.00",,,"56","62","49","    0","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-15",,,"5.14","0.00",,,"58","71","45","    0","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-16",,,"7.38","0.00",,,"62","72","52","    0","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-17",,,"6.49","0.00",,,"60","66","53","    0","0.0","    1",,,,,,,"    1",,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-18",,,"7.16","0.67",,,"64","70","58","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-19",,,"14.76","0.16",,,"66","75","57","    0","0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-20",,,"13.20","0.13",,,"63","74","51","    0","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-21",,,"7.16","0.00",,,"52","57","47","    0","0.0","    1",,,,,,,,,,"    1","    1",,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-22",,,"3.13","0.00",,,"55","67","42","    0","0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-23",,,"4.25","0.00",,,"59","72","46","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-24",,,"9.40","0.00",,,"64","77","50","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-25",,,"12.30","1.28",,,"65","75","55",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-26",,,"8.72","0.02",,,"59","67","50","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-27",,,"9.17","0.00",,,"61","77","44","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-28",,,"13.42","0.31",,,"60","74","46",,"0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-29",,,"10.74","0.00",,,"47","53","41","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-30",,,"8.72","0.00",,,"45","54","36","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-03-31",,,"10.96","0.00",,,"49","65","33","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-01",,,"17.67","0.00",,,"65","75","55","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-02",,,"16.11","0.00",,,"66","76","56","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-03",,,"13.20","0.00",,,"69","77","60","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-04",,,"14.32","0.00",,,"73","78","67","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-05",,,"11.18","0.00",,,"59","68","49","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-06",,,"11.63","0.83",,,"57","64","50","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-07",,,"4.03","0.00",,,"61","68","54","    0","0.0","    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-08",,,"11.41","0.00",,,"51","58","44",,"0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-09",,,"11.41","0.01",,,"43","46","40","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-10",,,"9.84","0.00",,,"54","66","41","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-11",,,"5.14","0.00",,,"58","73","43","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-12",,,"3.13","0.00",,,"63","81","45",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-13",,,"2.68","0.00",,,"69","85","52","    0","0.0",,,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-14",,,"6.93","0.00",,,"70","85","54","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-15",,,"12.30","0.00",,,"71","84","58","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-16",,,"16.55","0.28",,,"72","80","64","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-17",,,"8.95","0.00",,,"67","75","58","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-18",,,"7.83","0.00",,,"68","81","54","    0","0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-19",,,"9.40","0.00",,,"70","74","65","    0","0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-20",,,"11.63","1.25",,,"70","79","60","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-21",,,"8.28","0.00",,,"61","71","50","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-22",,,"7.38","0.00",,,"60","70","50","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-23",,,"9.40","0.00",,,"61","73","48","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-24",,,"13.42","1.15",,,"60","65","55","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-25",,,"12.97","0.00",,,"65","70","59","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-26",,,"6.93","0.00",,,"61","67","54","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-27",,,"3.80","0.00",,,"64","78","50","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-28",,,"8.28","0.00",,,"71","82","59","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-29",,,"7.61","0.00",,,"78","86","69",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-04-30",,,"10.07","0.00",,,"75","84","66","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-01",,,"8.95","0.60",,,"73","82","63","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-02",,,"7.83","0.00",,,"72","81","62","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-03",,,"7.61","0.07",,,"70","77","62","    0","0.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-04",,,"15.43","0.02",,,"74","84","64","    0","0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-05",,,"13.87","0.47",,,"75","82","68","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-06",,,"8.72","2.14",,,"76","84","67","    0","0.0","    1",,"    1",,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-07",,,"8.05","0.93",,,"76","84","67","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-08",,,"12.75","0.00",,,"80","87","72","    0","0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-09",,,"14.54","0.00",,,"81","87","75","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-10",,,"16.11","0.00",,,"82","87","76","    0","0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-11",,,"8.50","0.86",,,"72","81","62","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-12",,,"7.16","0.00",,,"66","74","58","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-13",,,"6.04","0.12",,,"67","79","54",,"0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-14",,,"5.82","1.57",,,"68","74","61","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-15",,,"4.70","0.00",,,"74","84","64","    0","0.0","    1","    1",,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-16",,,"10.07","2.39",,,"73","81","64","    0","0.0","    1","    1","    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-17",,,"5.59","1.75",,,"69","74","64","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-18",,,"3.58","0.00",,,"71","79","63","    0","0.0","    1","    1",,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-19",,,"6.26","0.00",,,"74","81","67","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-20",,,"9.62","0.12",,,"70","80","59","    0","0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-21",,,"10.07","0.04",,,"67","74","59","    0","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-22",,,"10.07","0.00",,,"66","75","57","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-23",,,"6.93","0.00",,,"67","77","56",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-24",,,"6.04","0.03",,,"69","78","59","    0","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-25",,,"9.17","0.29",,,"69","78","60",,"0.0","    1",,,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-26",,,"8.50","0.00",,,"66","76","56","    0","0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-27",,,"5.37","0.00",,,"69","80","58",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-28",,,"7.61","0.00",,,"71","83","58","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-29",,,"8.50","0.00",,,"75","84","65","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-30",,,"8.50","0.00",,,"75","87","62","    0","0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-05-31",,,"12.97","0.00",,,"74","81","66","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-01",,,"7.83","0.00",,,"71","80","61","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-02",,,"10.96","2.18",,,"67","75","59","    0","0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-03",,,"10.07","0.00",,,"65","72","58","    0","0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-04",,,"6.71","0.00",,,"66","75","56",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-05",,,"7.16","0.00",,,"73","81","65",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-06",,,"6.71","0.36",,,"69","72","65","    0","0.0","    1",,,,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-07",,,"4.25","0.00",,,"75","83","67",,"0.0","    1",,,,,,,"    1",,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-08",,,"6.04","0.00",,,"72","80","63",,"0.0","    1",,,,,,,,,,"    1",,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-09",,,"5.14","0.00",,,"72","85","58",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-10",,,"12.30","0.00",,,"80","92","68",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-11",,,"12.53","0.33",,,"79","87","70",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-12",,,"7.61","0.01",,,"73","78","68",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-13",,,"10.29","0.15",,,"78","86","70",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-14",,,"5.37","0.00",,,"77","83","71",,"0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-15",,,"4.70","0.47",,,"77","83","70",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-16",,,"3.13","0.01",,,"78","86","69",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-17",,,"4.70","0.12",,,"78","85","70",,"0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-18",,,"3.36","0.52",,,"76","82","69",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-19",,,"4.25","0.07",,,"78","86","69","    0","0.0","    1","    1",,,,,,"    1",,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-20",,,"9.84","0.00",,,"77","84","69","    0","0.0",,,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-21",,,"8.05","0.00",,,"72","84","60","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-22",,,"6.26","0.00",,,"75","87","63","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-23",,,"6.04","0.00",,,"78","89","66","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-24",,,"6.26","0.00",,,"79","91","67","    0","0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-25",,,"10.29","0.00",,,"83","92","74",,"0.0",,,,,,,,"    1",,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-26",,,"8.05","0.60",,,"78","83","73",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-27",,,"10.74","0.00",,,"76","84","68",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-28",,,"5.14","0.00",,,"76","87","64",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-29",,,"5.82","0.00",,,"81","91","71",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-06-30",,,"10.51","0.00",,,"80","85","74",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-01",,,"8.05","0.03",,,"78","84","72",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-02",,,"2.68","0.00",,,"79","89","69",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-03",,,"4.70","0.00",,,"82","91","73",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-04",,,"6.71","0.00",,,"84","93","74",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-05",,,"8.50","0.00",,,"82","89","74",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-06",,,"8.72","0.03",,,"79","85","73",,"0.0","    1",,"    1",,,,,,,,"    1",,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-07",,,"8.05","0.11",,,"83","90","75",,"0.0",,,"    1",,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-08",,,"8.28","0.00",,,"84","92","75",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-09",,,"9.40","0.00",,,"83","91","75",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-10",,,"9.62","0.18",,,"82","88","75",,"0.0",,,,,,,,,,,,,,"    1",,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-11",,,"5.59","0.00",,,"82","91","72",,"0.0",,,,,,,,,,,,,,,,,,
"USW00013893","MEMPHIS INTERNATIONAL AIRPORT, TN US","2003-07-12",,,"6.26","0.00",,,"82","90","73",,"0.0",,,,,,,,,,,,,,,,,,
