STATION,NAME,DATE,ACMH,ACSH,AWND,FMTM,FRGT,FRTH,GAHT,PGTM,PRCP,PSUN,SNOW,SNWD,TAVG,TMAX,TMIN,TOBS,TSUN,WDF1,WDF2,WDF5,WDFG,WDFM,WESD,WSF1,WSF2,WSF5,WSFG,WSFM,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22,WV20
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-21,,,,,,,-75.6,,0,,0,0,,89,64,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-22,,,,,,,-66.1,,0,,0,0,,90,69,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-23,,,,,,,-59.8,,0.26,,0,0,,81,74,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-24,,,,,,,-52.8,,1.1,,0,0,,86,73,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-25,,,,,,,-42.1,,0,,0,0,,91,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-26,,,,,,,-35.8,,0,,0,0,,91,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-27,,,,,,,-37,,0,,0,0,,91,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-28,,,,,,,-40.9,,0,,0,0,,93,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-29,,,,,,,-43.3,,0,,0,0,,95,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-06-30,,,,,,,-44.5,,0,,0,0,,95,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-01,,,,,,,-42.1,,1.16,,0,0,,95,73,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-02,,,,,,,-42.1,,0,,0,0,,83,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-03,,,,,,,-45.7,,0,,0,0,,84,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-04,,,,,,,-51.6,,0,,0,0,,90,62,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-05,,,,,,,-53.9,,0.83,,0,0,,82,69,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-06,,,,,,,-53.9,,0,,0,0,,90,71,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-07,,,,,,,-55.1,,0,,0,0,,92,72,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-08,,,,,,,-65,,0,,0,0,,94,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-09,,,,,,,-79.1,,0.31,,0,0,,90,71,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-10,,,,,,,-90.2,,0,,0,0,,88,68,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-11,,,,,,,-87.8,,0,,0,0,,91,65,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-12,,,,,,,-79.1,,0,,0,0,,88,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-13,,,,,,,-66.1,,0,,0,0,,88,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-14,,,,,,,-56.3,,0,,0,0,,90,63,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-15,,,,,,,-49.2,,0,,0,0,,93,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-16,,,,,,,-45.7,,0.26,,0,0,,90,72,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-17,,,,,,,-44.5,,0,,0,0,,91,71,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-18,,,,,,,-40.9,,0.57,,0,0,,87,71,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-19,,,,,,,-37,,0,,0,0,,85,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-20,,,,,,,-33.5,,0.17,,0,0,,87,70,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-21,,,,,,,-38.6,,0.33,,0,0,,90,70,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-22,,,,,,,-43.3,,0.9,,0,0,,89,71,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-23,,,,,,,-43.3,,0.2,,0,0,,88,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-24,,,,,,,-42.1,,1.82,,0,0,,80,71,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-25,,,,,,,-40.9,,1.58,,0,0,,80,69,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-26,,,,,,,-39.8,,0.11,,0,0,,88,73,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-27,,,,,,,-44.5,,0.6,,0,0,,88,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-28,,,,,,,-51.6,,0,,0,0,,91,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-29,,,,,,,-56.3,,0,,0,0,,94,75,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-30,,,,,,,-56.3,,0,,0,0,,94,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-07-31,,,,,,,-52.8,,0,,0,0,,96,76,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-01,,,,,,,-52.8,,0,,0,0,,93,77,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-02,,,,,,,-49.2,,0,,0,0,,92,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-03,,,,,,,-43.3,,0,,0,0,,94,75,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-04,,,,,,,-34.6,,0,,0,0,,93,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-05,,,,,,,-29.9,,0,,0,0,,94,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-06,,,,,,,-25.2,,0.4,,0,0,,95,71,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-07,,,,,,,-26.4,,0.05,,0,0,,91,74,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-08,,,,,,,-29.9,,0,,0,0,,83,68,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-09,,,,,,,-34.6,,0,,0,0,,85,68,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-10,,,,,,,-56.3,,0,,0,0,,87,64,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-11,,,,,,,-74.4,,0,,0,0,,89,67,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-12,,,,,,,-87.8,,0,,0,0,,92,68,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-13,,,,,,,-92.5,,0,,0,0,,91,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-14,,,,,,,-85,,0.2,,0,0,,89,71,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-15,,,,,,,-72,,0.84,,0,0,,87,72,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-16,,,,,,,-55.1,,0.09,,0,0,,88,73,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-17,,,,,,,-43.3,,0,,0,0,,88,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-18,,,,,,,-34.6,,0.3,,0,0,,90,74,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-19,,,,,,,-29.9,,0.71,,0,0,,84,71,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-20,,,,,,,-43.3,,0,,0,0,,91,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-21,,,,,,,-57.5,,0,,0,0,,91,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-22,,,,,,,-52.8,,0,,0,0,,93,71,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-23,,,,,,,-45.7,,0,,0,0,,93,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-24,,,,,,,-44.5,,0.24,,0,0,,95,73,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-25,,,,,,,-39.8,,0.16,,0,0,,91,68,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-26,,,,,,,-31.1,,0.01,,0,0,,86,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-27,,,,,,,-24,,0,,0,0,,91,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-28,,,,,,,-19.3,,0.53,,0,0,,89,74,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-29,,,,,,,-15.7,,0.39,,0,0,,89,74,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-30,,,,,,,-10.6,,0,,0,0,,92,72,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-08-31,,,,,,,-14.6,,0.64,,0,0,,90,72,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-01,,,,,,,-20.5,,0.03,,0,0,,86,71,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-02,,,,,,,-20.5,,0.02,,0,0,,90,70,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-03,,,,,,,-20.5,,0,,0,0,,88,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-04,,,,,,,-31.1,,0,,0,0,,92,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-05,,,,,,,-35.8,,0,,0,0,,90,72,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-06,,,,,,,-35.8,,0,,0,0,,90,69,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-07,,,,,,,-37,,0,,0,0,,91,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-08,,,,,,,-35.8,,0,,0,0,,92,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-09,,,,,,,-33.5,,1.65,,0,0,,86,69,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-10,,,,,,,-37,,0,,0,0,,77,59,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-11,,,,,,,-33.5,,0,,0,0,,73,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-12,,,,,,,-27.6,,0,,0,0,,78,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-13,,,,,,,-24,,0,,0,0,,80,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-14,,,,,,,-22.8,,0,,0,0,,79,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-15,,,,,,,-21.7,,0,,0,0,,81,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-16,,,,,,,-16.9,,0,,0,0,,84,57,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-17,,,,,,,-8.3,,0,,0,0,,83,60,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-18,,,,,,,-1.2,,0,,0,0,,86,63,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-19,,,,,,,0,,0,,0,0,,88,63,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-20,,,,,,,-4.7,,0,,0,0,,85,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-21,,,,,,,-11.8,,0,,0,0,,88,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-22,,,,,,,-15.7,,0,,0,0,,89,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-23,,,,,,,-19.3,,0,,0,0,,89,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-24,,,,,,,-24,,0,,0,0,,89,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-25,,,,,,,-26.4,,0.03,,0,0,,89,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-26,,,,,,,-24,,0.02,,0,0,,83,72,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-27,,,,,,,-22.8,,0,,0,0,,89,67,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-28,,,,,,,-21.7,,0,,0,0,,89,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-29,,,,,,,-14.6,,0.98,,0,0,,80,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-09-30,,,,,,,-1.2,,0,,0,0,,80,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-01,,,,,,,-19.3,,0,,0,0,,85,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-02,,,,,,,-38.6,,0,,0,0,,89,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-03,,,,,,,-58.7,,0,,0,0,,90,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-04,,,,,,,-75.6,,0.11,,0,0,,88,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-05,,,,,,,-83.9,,0.27,,0,0,,88,70,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-06,,,,,,,-87.8,,0,,0,0,,81,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-07,,,,,,,-86.2,,0,,0,0,,82,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-08,,,,,,,-85,,0,,0,0,,86,64,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-09,,,,,,,-87.8,,0,,0,0,,73,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-10,,,,,,,-93.7,,0,,0,0,,89,60,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-11,,,,,,,-114.2,,0,,0,0,,78,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-12,,,,,,,-136.6,,0,,0,0,,78,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-13,,,,,,,-157.1,,1.11,,0,0,,75,54,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-14,,,,,,,-169.3,,0,,0,0,,67,50,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-15,,,,,,,-176.4,,0,,0,0,,70,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-16,,,,,,,-178.7,,0,,0,0,,75,46,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-17,,,,,,,-166.9,,0,,0,0,,73,51,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-18,,,,,,,-150,,0,,0,0,,67,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-19,,,,,,,-131.9,,0,,0,0,,73,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-20,,,,,,,-115.4,,0,,0,0,,77,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-21,,,,,,,-102,,0,,0,0,,75,58,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-22,,,,,,,-91.3,,0,,0,0,,69,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-23,,,,,,,-85,,0.07,,0,0,,75,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-24,,,,,,,-80.3,,0,,0,0,,62,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-25,,,,,,,-70.9,,0,,0,0,,67,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-26,,,,,,,-61,,0,,0,0,,78,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-27,,,,,,,-52.8,,0,,0,0,,57,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-28,,,,,,,-45.7,,0,,0,0,,58,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-29,,,,,,,-48,,0,,0,0,,60,43,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-30,,,,,,,-52.8,,0.01,,0,0,,65,56,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-10-31,,,,,,,-58.7,,0,,0,0,,65,56,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-11-01,,,,,,,-66.1,,0,,0,0,,71,54,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-11-02,,,,,,,-73.2,,0,,0,0,,70,49,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-11-03,,,,,,,-78,,0,,0,0,,76,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
USW00013893,"MEMPHIS INTERNATIONAL AIRPORT, TN US",1959-11-04,,,,,,,-80.3,,0.97,,0,0,,73,64,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,
